Name, Address, Failed inspection on, Alive for x years
MARIANO'S FRESH MARKET #8503,333 E BENTON PL ,2016-12-08T00:00:00.000,3
JIMMY JOHN'S,1101 S CANAL ST ,2016-12-08T00:00:00.000,3
JAIPUR,847 W RANDOLPH ST ,2016-12-14T00:00:00.000,2
LITTLE GOAT DINER,818-822 W RANDOLPH ST ,2016-12-14T00:00:00.000,2
THE CHICAGO FIREHOUSE RESTAURANT,1401 S MICHIGAN AVE ,2016-12-27T00:00:00.000,3
THE CHICAGO FIREHOUSE RESTAURANT,1401 S MICHIGAN AVE ,2016-12-27T00:00:00.000,3
BACCI PIZZA FRANKLIN,162 N FRANKLIN ST ,2016-12-28T00:00:00.000,3
CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE ,2016-12-29T00:00:00.000,3
AMERICA'S DOG,100 W RANDOLPH ST ,2017-01-04T00:00:00.000,1
SUBWAY,201 N CLARK ST ,2017-01-05T00:00:00.000,3
CORNER BAKERY CAFE,56 W RANDOLPH ST ,2017-01-05T00:00:00.000,1
CHINESE YUM YUM,809 W JACKSON BLVD ,2017-01-06T00:00:00.000,1
DUNKIN DONUTS,100 W RANDOLPH ST ,2017-01-06T00:00:00.000,3
SOUNDING,1200 S LAKE SHORE DR ,2017-01-10T00:00:00.000,2
CAFFE BACI,225 W WACKER DR ,2017-01-11T00:00:00.000,1
SUBWAY,201 N CLARK ST ,2017-01-11T00:00:00.000,3
LA SIRENA CLANDESTINA,954 W FULTON MARKET ,2017-01-11T00:00:00.000,1
MARIANO'S FRESH MARKET #8503,333 E BENTON PL ,2017-01-11T00:00:00.000,2
AU BON PAIN,225 S CANAL ST ,2017-01-12T00:00:00.000,1
JIMMY JOHN'S - WASHINGTON,216 W WASHINGTON ST ,2017-01-13T00:00:00.000,1
Subway Sandwiches,808 W JACKSON BLVD ,2017-01-13T00:00:00.000,1
TAYLOR MADE PIZZA,1220 W TAYLOR ST ,2017-01-13T00:00:00.000,1
TRATTORIA #10,10 N DEARBORN ST ,2017-01-17T00:00:00.000,3
PUBLICAN QUALITY MEATS,825 W FULTON MARKET ,2017-01-19T00:00:00.000,3
MARIANO'S FRESH MARKET #8503,333 E BENTON PL ,2017-01-19T00:00:00.000,2
EAST ASIAN BISTRO,333 S STATE ST ,2017-01-20T00:00:00.000,3
KCG OF CHICAGO UNION STATION,225 S CANAL ST ,2017-01-23T00:00:00.000,1
AVANTI CAFFE,200 W JACKSON BLVD ,2017-01-23T00:00:00.000,1
THE GAGE,24 S MICHIGAN AVE ,2017-01-24T00:00:00.000,3
M BURGER,100 W RANDOLPH ST ,2017-01-24T00:00:00.000,2
MERCY HOME FOR BOYS AND GIRLS,1140 W Jackson BLVD ,2017-01-26T00:00:00.000,-10
TOKYO LUNCH BOXES & CATERING,100 W RANDOLPH ST ,2017-01-27T00:00:00.000,1
PRIME & PROVISIONS,222 N LA SALLE ST ,2017-01-27T00:00:00.000,2
JEWEL FOOD STORE #2500,1340 S CANAL ST ,2017-01-30T00:00:00.000,3
DUNKIN DONUTS,27 W LAKE ST ,2017-01-30T00:00:00.000,3
JASON'S DELI,195 N DEARBORN ST FL ,2017-01-30T00:00:00.000,1
PORTILLO'S HOT DOGS,520 W TAYLOR ST ,2017-01-30T00:00:00.000,3
GIORDANO'S ON JACKSON,223-225 W JACKSON BLVD ,2017-01-31T00:00:00.000,3
BILLY GOAT TAVERN & GRILL,60 E LAKE ST ,2017-01-31T00:00:00.000,2
CHEZ JOEL,1119 W TAYLOR ST ,2017-01-31T00:00:00.000,1
NEW ORLEANS KITCHEN,100 W RANDOLPH ST ,2017-01-31T00:00:00.000,1
XANDO COFFEE & BAR / COSI SANDWICH BAR,230 W WASHINGTON ST ,2017-02-02T00:00:00.000,1
MIXED GREENS,175 N FRANKLIN ST ,2017-02-02T00:00:00.000,2
GOOD STUFF EATERY,22 S WABASH AVE ,2017-02-07T00:00:00.000,2
VIRGIN HOTELS CHICAGO LLC,203 N WABASH AVE ,2017-02-08T00:00:00.000,2
POTBELLY SANDWICH WORKS LLC,1459 W TAYLOR ST ,2017-02-08T00:00:00.000,2
JIMMY JOHNS,201 W MADISON ST ,2017-02-10T00:00:00.000,1
REMINGTON'S,20 N MICHIGAN AVE ,2017-02-10T00:00:00.000,2
MARKET THYME,200 E RANDOLPH ST ,2017-02-10T00:00:00.000,1
COUSCOUS RESTARURANT,1445 W TAYLOR ST ,2017-02-14T00:00:00.000,1
CHILANGO,1437 W TAYLOR ST ,2017-02-14T00:00:00.000,1
PRET A MANGER,100 N LA SALLE ST ,2017-02-15T00:00:00.000,1
THE BAR 10 DOORS,1251-1259 W TAYLOR ST ,2017-02-21T00:00:00.000,3
SCAFURI BAKERY,1337 W TAYLOR ST ,2017-02-21T00:00:00.000,-9
MARIANO'S FRESH MARKET #8503,333 E BENTON PL ,2017-02-22T00:00:00.000,2
NOODLES & COMPANY #673,1100 S CANAL ST ,2017-02-23T00:00:00.000,2
GOOD STUFF EATERY,22 S WABASH AVE ,2017-02-24T00:00:00.000,2
ZENWICH,206 W VAN BUREN ST ,2017-02-24T00:00:00.000,1
GRK GREEK KITCHEN,400 S WELLS ST ,2017-02-24T00:00:00.000,2
HARRY'S SANDWICH SHOP,336 S DEARBORN ST ,2017-02-27T00:00:00.000,1
LATINICITY,108 N STATE ST ,2017-02-27T00:00:00.000,2
BIG G'S PIZZA,1132 W TAYLOR ST ,2017-02-28T00:00:00.000,1
AU BON PAIN,829 S WABASH ST ,2017-02-28T00:00:00.000,1
RUCHI (PIZZERIA) RESTAURANT,151 N MICHIGAN AVE ,2017-03-01T00:00:00.000,1
TAPWORKS,820 W JACKSON BLVD ,2017-03-02T00:00:00.000,2
JW MARRIOTT HOTEL CHICAGO,151 W ADAMS ST ,2017-03-03T00:00:00.000,2
CHINA NIGHT CAFE,1140 W TAYLOR ST ,2017-03-07T00:00:00.000,3
BELLY UP SMOKEHOUSE AND SALOON,1132 S WABASH AVE ,2017-03-07T00:00:00.000,1
MAD,1140 W MADISON ,2017-03-15T00:00:00.000,3
MAGO GRILL & CANTINA,1010 S DELANO WEST CT ,2017-03-15T00:00:00.000,2
Eurest Dining Services @ Drinker, Biddle & Reath LLP,191 N WACKER DR ,2017-03-15T00:00:00.000,3
JIMMY JOHN'S-JACKSON,247 S STATE ST ,2017-03-16T00:00:00.000,1
THE HAPPY CRAB,810 W JACKSON BLVD ,2017-03-16T00:00:00.000,0
MEZZA,225 N MICHIGAN AVE ,2017-03-16T00:00:00.000,1
MEZZA,141 W JACKSON BLVD ,2017-03-16T00:00:00.000,1
CORNER BAKERY CAFE,120 S LA SALLE ST ,2017-03-17T00:00:00.000,1
ONE NORTH,1 N WACKER DR ,2017-03-20T00:00:00.000,1
SUBWAY,209 W JACKSON BLVD ,2017-03-21T00:00:00.000,3
SUBWAY,1212 S MICHIGAN AVE ,2017-03-21T00:00:00.000,3
GODDESS AND THE BAKER,121 W Wacker DR ,2017-03-22T00:00:00.000,2
LATINICITY,108 N STATE ST ,2017-03-22T00:00:00.000,2
MCDONALD'S,1378-84 W LAKE ST ,2017-03-23T00:00:00.000,1
BUBBLE NET,1200 S LAKE SHORE DR ,2017-03-24T00:00:00.000,2
ONE NORTH,1 N WACKER DR ,2017-03-27T00:00:00.000,1
PIZZERIA DEL MERCATO,1154 W FULTON MARKET ,2017-03-28T00:00:00.000,1
BEEF AND BRANDY RESTAURANT,127 S STATE ST ,2017-03-28T00:00:00.000,3
JTA SCHOOLS,80 W HARRISON ST ,2017-03-28T00:00:00.000,0
KIDS + COMPANY,1255 S STATE ST ,2017-03-29T00:00:00.000,3
BESPOKE MEN'S GROOMING,529 S DEARBORN ST ,2017-03-30T00:00:00.000,3
CAFE ROM,180 N STETSON AVE ,2017-03-30T00:00:00.000,1
RADISSON BLU AQUA,221 N COLUMBUS DR ,2017-03-30T00:00:00.000,2
FLACO'S TACOS, LLC,725 S DEARBORN ST ,2017-03-30T00:00:00.000,1
BEEF AND BRANDY RESTAURANT,127 S STATE ST ,2017-03-31T00:00:00.000,3
STARBUCKS COFFEE #213,111 W WASHINGTON ST ,2017-03-31T00:00:00.000,2
LA COCINA RESTAURANT & BAR,406 S CLARK ST ,2017-04-04T00:00:00.000,1
POLK STREET CO.,548 W POLK ST ,2017-04-04T00:00:00.000,1
LABRIOLA BAKERY AND CAFE,1301 W LAKE ST ,2017-04-04T00:00:00.000,2
Chartwells @ DePaul University,1 E JACKSON BLVD ,2017-04-05T00:00:00.000,3
WISE OWL DRINKERY & COOKHOUSE,324 S RACINE AVE ,2017-04-10T00:00:00.000,2
HALSTED STREET DELI,333 S State ST ,2017-04-11T00:00:00.000,2
PALM RESTAURANT,323 E WACKER DR ,2017-04-12T00:00:00.000,1
POTBELLY SANDWICH WORKS LLC,55 E JACKSON BLVD ,2017-04-14T00:00:00.000,2
CATCH THIRTY FIVE,35 W WACKER DR ,2017-04-17T00:00:00.000,1
PAZZO'S CUCINA ITALIANA,23 E JACKSON BLVD BLDG ,2017-04-17T00:00:00.000,0
MACY'S,111 N STATE ST ,2017-04-18T00:00:00.000,3
W CHICAGO-CITY CENTER,172 W ADAMS ST ,2017-04-20T00:00:00.000,1
MCDONALDS RESTAURANT,119 N WABASH AVE ,2017-04-24T00:00:00.000,1
DUNKIN DONUTS,211 W ADAMS ST ,2017-04-25T00:00:00.000,3
PRET A MANGER,211 W ADAMS ST ,2017-04-25T00:00:00.000,1
SUBWAY,166 N WABASH AVE ,2017-04-25T00:00:00.000,3
GREEN APPLE CAFE & JUICE BAR,200 E RANDOLPH ST ,2017-04-26T00:00:00.000,1
TESORI,220 S MICHIGAN AVE ,2017-04-28T00:00:00.000,1
RUDY'S BAR & GRILL,69 E MADISON ST ,2017-05-03T00:00:00.000,3
FEDERAL RESERVE BANK,230 S LA SALLE ST ,2017-05-04T00:00:00.000,0
GRANGE HALL BURGER BAR / BACK DOOR SALOON,844 W RANDOLPH ST ,2017-05-05T00:00:00.000,1
POTBELLY SANDWICH WORKS LLC,190 N STATE ST ,2017-05-05T00:00:00.000,2
CONE, LLC,1051 W MADISON ST ,2017-05-08T00:00:00.000,2
ROTI MODERN MEDITERRANEAN,80 E LAKE ST ,2017-05-08T00:00:00.000,1
ML KITCHEN INC.,1138 W TAYLOR ST ,2017-05-08T00:00:00.000,1
DO-RITE DONUTS,181 N MORGAN ST ,2017-05-09T00:00:00.000,2
THE DRUM & MONKEY,1435 W TAYLOR ST ,2017-05-09T00:00:00.000,3
THAI SPOON AND SUSHI,601 S WABASH AVE ,2017-05-09T00:00:00.000,2
WOW BAO,175 W JACKSON BLVD ,2017-05-10T00:00:00.000,2
SHAKE SHACK,185 N MORGAN ST ,2017-05-11T00:00:00.000,2
SHAKE SHACK,185 N MORGAN ST ,2017-05-11T00:00:00.000,2
FRESHII,200 W MONROE ST ,2017-05-12T00:00:00.000,2
FIREFIN POKE SHOP,10 S LA SALLE ST ,2017-05-15T00:00:00.000,1
Subway Sandwiches,808 W JACKSON BLVD ,2017-05-15T00:00:00.000,1
EPPLES RESTAURANT,554 W ROOSEVELT RD ,2017-05-15T00:00:00.000,1
VIVO RESTAURANT,838 W RANDOLPH ST ,2017-05-16T00:00:00.000,-7
TAQUERIA LA LAGARTIJA,132 S ASHLAND AVE ,2017-05-16T00:00:00.000,1
POTBELLY SANDWICH WORKS LLC,175 W JACKSON BLVD ,2017-05-16T00:00:00.000,2
MORTON'S STEAKHOUSE-WACKER PLACE,65 E WACKER PL ,2017-05-16T00:00:00.000,1
CAMBRIA HOTEL & SUITES,32 W RANDOLPH ST ,2017-05-18T00:00:00.000,2
BLVD CHICAGO,817-819 W LAKE ST ,2017-05-18T00:00:00.000,2
BLVD CHICAGO,817-819 W LAKE ST ,2017-05-18T00:00:00.000,2
CAMBRIA HOTEL & SUITES,32 W RANDOLPH ST ,2017-05-18T00:00:00.000,2
SBARRO,100 W RANDOLPH ST ,2017-05-19T00:00:00.000,3
ACE HOTEL CHICAGO,311-319 N MORGAN ST ,2017-05-23T00:00:00.000,2
ACE HOTEL CHICAGO,311-319 N MORGAN ST ,2017-05-23T00:00:00.000,2
ACE HOTEL CHICAGO,311-319 N MORGAN ST ,2017-05-23T00:00:00.000,2
ACE HOTEL CHICAGO,311-319 N MORGAN ST ,2017-05-23T00:00:00.000,2
JIMMY JOHN'S,200 E RANDOLPH ST ,2017-05-23T00:00:00.000,2
FORNO ROSSO ON RANDOLPH,1048 W RANDOLPH ST ,2017-05-24T00:00:00.000,2
HAMPTON INN CHICAGO DOWNTOWN,68 E WACKER PL ,2017-05-24T00:00:00.000,2
STARBUCKS COFFEE #209,225 N MICHIGAN AVE ,2017-05-25T00:00:00.000,2
DUNKIN DONUTS,27 E LAKE ST ,2017-05-25T00:00:00.000,3
THE PUBLICAN,837 W FULTON MARKET ,2017-05-25T00:00:00.000,1
FIREFIN POKE SHOP,10 S LA SALLE ST ,2017-05-25T00:00:00.000,1
ARBYS,100 W RANDOLPH ST ,2017-05-25T00:00:00.000,1
FIRST MERIT PAVILION,1300 S LYNN WHITE DR ,2017-05-25T00:00:00.000,2
Palmer House Hilton,17 E MONROE ST ,2017-05-26T00:00:00.000,3
NAF NAF GRILL,326 N MICHIGAN AVE ,2017-05-30T00:00:00.000,1
FRESHII,50 E WASHINGTON ST ,2017-05-30T00:00:00.000,2
CAFE MICHELLE,200 N LAKEFRONT DR ,2017-05-30T00:00:00.000,1
WEST LOOP SALUMI,1111 W RANDOLPH ST ,2017-05-30T00:00:00.000,2
HANDCUT FOODS,350 E SOUTH WATER ST ,2017-05-31T00:00:00.000,3
CBA,11 N WELLS ST ,2017-06-02T00:00:00.000,2
VAPIANO,44 S WABASH AVE ,2017-06-06T00:00:00.000,2
SUBWAY #3333,62 E JACKSON BLVD ,2017-06-06T00:00:00.000,3
DELMONICO,111 W WASHINGTON ST ,2017-06-07T00:00:00.000,3
THAI BOWL,1049 W TAYLOR ST ,2017-06-07T00:00:00.000,1
TARGET STORE # 1889,1154 S CLARK ST ,2017-06-07T00:00:00.000,3
SOUTH BRANCH,100 S WACKER DR ,2017-06-07T00:00:00.000,2
FRANCESCA'S ON TAYLOR,1400 W TAYLOR ST ,2017-06-08T00:00:00.000,1
MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,1 E WACKER DR ,2017-06-08T00:00:00.000,2
ROSATIS PIZZA,1339 S HALSTED ST ,2017-06-08T00:00:00.000,2
POTBELLY SANDWICH WORKS,225 W RANDOLPH ST ,2017-06-08T00:00:00.000,2
SUBWAY #3333,62 E JACKSON BLVD ,2017-06-08T00:00:00.000,3
FRANCESCA'S ON TAYLOR,1400 W TAYLOR ST ,2017-06-12T00:00:00.000,1
PATIO RESTAURANT,1503 W TAYLOR ST ,2017-06-12T00:00:00.000,1
GOBBLE DOGGS,440 S LA SALLE ST ,2017-06-12T00:00:00.000,3
ROTI MEDITERRANEAN GRILL,33 N DEARBORN ST ,2017-06-12T00:00:00.000,1
SUBWAY,100 W RANDOLPH ST ,2017-06-12T00:00:00.000,3
JUBRANOS,1519 W TAYLOR ST ,2017-06-12T00:00:00.000,1
TAJ MAHAL,1512 W TAYLOR ST ,2017-06-16T00:00:00.000,2
FRESHII,111 W JACKSON BLVD ,2017-06-16T00:00:00.000,2
PITA EXPRESS,100 W RANDOLPH ST ,2017-06-19T00:00:00.000,1
POKE POKE,118 S WABASH ST ,2017-06-20T00:00:00.000,2
TESORI,65 E ADAMS ST ,2017-06-21T00:00:00.000,1
THE CONGRESS HOTEL,520 S MICHIGAN AVE ,2017-06-21T00:00:00.000,1
THE CONGRESS HOTEL,520 S MICHIGAN AVE ,2017-06-21T00:00:00.000,1
7-ELEVEN #32889B,48 N WELLS ST ,2017-06-22T00:00:00.000,3
Galileo's,1300 S LAKE SHORE DR ,2017-06-23T00:00:00.000,1
THE PARK GRILL,11-35 N MICHIGAN AVE ,2017-06-26T00:00:00.000,3
STOCKS & BLONDES BAR & GRILLE,40 N WELLS ST ,2017-06-26T00:00:00.000,1
O'VIE BAR AND GRILL,120 N CANAL ST ,2017-06-27T00:00:00.000,1
DOSIRAK,1514 W TAYLOR ST ,2017-06-27T00:00:00.000,1
ALONTI DELI,401 S LA SALLE ST ,2017-06-27T00:00:00.000,1
JOY YEE NOODLE,1335 S HALSTED ST ,2017-06-28T00:00:00.000,1
THE GRILLROOM,33 W MONROE ST ,2017-06-29T00:00:00.000,3
FONTANO SUBS,332 S MICHIGAN AVE ,2017-06-29T00:00:00.000,3
GLAZED AND INFUSED,813 W FULTON MARKET ,2017-06-29T00:00:00.000,0
ALONTI DELI,401 S LA SALLE ST ,2017-07-06T00:00:00.000,1
MACY'S,111 N STATE ST ,2017-07-10T00:00:00.000,3
YUMMY THAI,1418 W TAYLOR ST ,2017-07-11T00:00:00.000,3
ISLAND PARTY HUT,355 E RIVERWALK SOUTH ,2017-07-11T00:00:00.000,2
MARIANO'S FRESH MARKET #8503,333 E BENTON PL ,2017-07-13T00:00:00.000,2
KIMURA SUSHI,1422 W Taylor ST ,2017-07-14T00:00:00.000,2
WHITE PALACE GRILL,1159 S CANAL ST ,2017-07-14T00:00:00.000,1
THE STANDARD CLUB,320 S PLYMOUTH CT ,2017-07-14T00:00:00.000,3
EPIC BURGER,517 S STATE ST ,2017-07-14T00:00:00.000,1
JIMMY JOHNS,216 W JACKSON BLVD ,2017-07-17T00:00:00.000,1
BULL DOG ALE HOUSE,901 S STATE ST ,2017-07-17T00:00:00.000,2
JACKSON TAVERN,216 W JACKSON BLVD ,2017-07-17T00:00:00.000,2
GIOCO,1312 -1314 S WABASH AVE ,2017-07-17T00:00:00.000,1
BULL DOG ALE HOUSE,901 S STATE ST ,2017-07-17T00:00:00.000,2
EDIBLE ARRANGEMENTS,1212 W TAYLOR ST ,2017-07-17T00:00:00.000,3
THE STANDARD CLUB,320 S PLYMOUTH CT ,2017-07-18T00:00:00.000,3
CHICKEN PLANET,177 W VAN BUREN ST ,2017-07-18T00:00:00.000,2
BRACKET ROOM,1311-1317 S HALSTED ST ,2017-07-18T00:00:00.000,2
AMERICANA SUBMARINE,400 S CLARK ST ,2017-07-18T00:00:00.000,1
BRACKET ROOM,1311-1317 S HALSTED ST ,2017-07-18T00:00:00.000,2
BULL DOG ALE HOUSE,901 S STATE ST ,2017-07-19T00:00:00.000,2
THE CHICAGO FIREHOUSE RESTAURANT,1401 S MICHIGAN AVE ,2017-07-19T00:00:00.000,2
BULL DOG ALE HOUSE,901 S STATE ST ,2017-07-19T00:00:00.000,2
EL JARDIN MEXICAN & AMERICAN FOOD,303 E WACKER DR ,2017-07-20T00:00:00.000,1
FRESHII RESTAURANT,151 N STATE ST ,2017-07-21T00:00:00.000,2
POLK STREET CO.,548 W POLK ST ,2017-07-21T00:00:00.000,1
PLYMOUTH RESTAURANT,327 S PLYMOUTH CT ,2017-07-21T00:00:00.000,3
CBA,11 N WELLS ST ,2017-07-25T00:00:00.000,2
DUNKIN DONUTS,71 E MONROE ST ,2017-07-26T00:00:00.000,3
CHAPATI INDIAN GRILL,727 W MAXWELL ST ,2017-07-27T00:00:00.000,1
CORNER BAKERY CAFE,140 S DEARBORN ST ,2017-07-27T00:00:00.000,1
LOBO BRAVO,1307 S WABASH AVE ,2017-07-27T00:00:00.000,2
DUNKIN DONUTS,201 W MADISON ST ,2017-07-27T00:00:00.000,3
BAR LOUIE,1325 S HALSTED ST ,2017-07-27T00:00:00.000,2
LOBO BRAVO,1307 S WABASH AVE ,2017-07-27T00:00:00.000,2
DON FRESCO,520 W HARRISON ST ,2017-07-28T00:00:00.000,2
MODERN WING/TERZO PIANO,159 E MONROE DR ,2017-07-28T00:00:00.000,3
POTBELLY SANDWICH WORKS,211 W Wacker DR ,2017-07-28T00:00:00.000,2
THAI SPOON AND SUSHI,601 S WABASH AVE ,2017-07-31T00:00:00.000,2
PAZZO'S,311 S WACKER DR ,2017-07-31T00:00:00.000,2
CBA,11 N WELLS ST ,2017-08-01T00:00:00.000,2
DUNKIN DONUTS,108 N STATE ST ,2017-08-01T00:00:00.000,3
PRIME BAR,155 N WACKER DR ,2017-08-03T00:00:00.000,1
BI BI BOP,24 E JACKSON BLVD ,2017-08-03T00:00:00.000,2
SUBWAY,333 E BENTON PL ,2017-08-04T00:00:00.000,3
THE PUBLICAN,837 W FULTON MARKET ,2017-08-07T00:00:00.000,1
ALHAMBRA PALACE RESTAURANT,1240 W RANDOLPH ST ,2017-08-08T00:00:00.000,1
BLIND BARBER,948 W FULTON MARKET ,2017-08-08T00:00:00.000,2
ROOM 1520,301 N JUSTINE ST ,2017-08-08T00:00:00.000,2
BLIND BARBER,948 W FULTON MARKET ,2017-08-08T00:00:00.000,2
COSI,233 N MICHIGAN AVE ,2017-08-09T00:00:00.000,1
FRENCH PASTRY SCHOOL INC,226 W JACKSON BLVD ,2017-08-10T00:00:00.000,1
MCDONALD'S RESTAURANTS,144 S WABASH AVE ,2017-08-10T00:00:00.000,1
DUNKIN DOUNUTS / BASKIN ROBINS,75 E WASHINGTON ST ,2017-08-11T00:00:00.000,3
BAR TAKITO,952 W LAKE ST ,2017-08-11T00:00:00.000,1
HAROLDS CHICKEN WEST LOOP 47,1505 W MADISON ST ,2017-08-14T00:00:00.000,2
CEMITAS PUEBLA,817 W FULTON MARKET ,2017-08-14T00:00:00.000,1
GREYHOUND LINES INC,630 W HARRISON ST ,2017-08-15T00:00:00.000,1
COSI,233 N MICHIGAN AVE ,2017-08-16T00:00:00.000,1
CAFFE ROM,71 S WACKER DR ,2017-08-18T00:00:00.000,1
DELMONICO,111 W WASHINGTON ST ,2017-08-21T00:00:00.000,3
THE PRESS ROOM,1134 W WASHINGTON BLVD ,2017-08-22T00:00:00.000,2
HABANERO BAJA GRILL,2 N RIVERSIDE PLZ ,2017-08-22T00:00:00.000,2
THE PRESS ROOM,1134 W WASHINGTON BLVD ,2017-08-22T00:00:00.000,2
7 - ELEVEN,343 S DEARBORN ST ,2017-08-22T00:00:00.000,3
ARAMARK AT DELOITTE,111 S WACKER DR ,2017-08-23T00:00:00.000,2
SMALL CHEVAL,150 N RIVERSIDE PLZ ,2017-08-24T00:00:00.000,2
SMALL CHEVAL,150 N RIVERSIDE PLZ ,2017-08-24T00:00:00.000,2
ISLAND PARTY HUT,355 E RIVERWALK SOUTH ,2017-08-28T00:00:00.000,2
SEVEN,400 E RANDOLPH ST ,2017-08-28T00:00:00.000,1
BROKEN ENGLISH TACO PUB,75 E LAKE ST ,2017-08-29T00:00:00.000,3
Porkchop,29 E ADAMS ST ,2017-08-31T00:00:00.000,2
UMAMI BURGER,945 W RANDOLPH ST ,2017-08-31T00:00:00.000,1
POTBELLY SANDWICH WORKS LLC,150 S WACKER DR ,2017-09-01T00:00:00.000,2
KING CAFE GOURMET & GO,141 W JACKSON BLVD ,2017-09-01T00:00:00.000,2
STARBUCKS COFFEE #212,105 W ADAMS ST ,2017-09-01T00:00:00.000,2
Hostelling International - Chicago,24 E CONGRESS PKWY ,2017-09-05T00:00:00.000,1
JUST SALAD,20 E JACKSON BLVD ,2017-09-05T00:00:00.000,1
BAR SIENA,832 W RANDOLPH ST ,2017-09-07T00:00:00.000,2
BEEF AND BRANDY RESTAURANT,127 S STATE ST ,2017-09-07T00:00:00.000,3
JET'S PIZZA,1025 W MADISON ST ,2017-09-07T00:00:00.000,2
GARRETT POPCORN SHOPS,27 W JACKSON BLVD ,2017-09-08T00:00:00.000,-8
LLOYD'S CHICAGO RESTAURANT,1 S WACKER DR ,2017-09-08T00:00:00.000,1
TOWN HOUSE RESTAURANT & WINE BAR,111 S WACKER DR ,2017-09-12T00:00:00.000,1
EPPLES RESTAURANT,554 W ROOSEVELT RD ,2017-09-12T00:00:00.000,1
GIRL & THE GOAT,809-813 W RANDOLPH ST ,2017-09-14T00:00:00.000,1
STARBUCKS COFFEE #282,555 S DEARBORN ST ,2017-09-14T00:00:00.000,2
ROSATIS PIZZA,1339 S HALSTED ST ,2017-09-15T00:00:00.000,2
PASTORAL,53 E LAKE ST ,2017-09-18T00:00:00.000,1
FRESHII,161 N CLARK ST ,2017-09-18T00:00:00.000,2
TOKYO LUNCH BOXES & CATERING,60 E JACKSON BLVD ,2017-09-19T00:00:00.000,1
EPPLES RESTAURANT,554 W ROOSEVELT RD ,2017-09-19T00:00:00.000,1
IMAGINATION CHILDREN'S ACADEMY,1144-1150 W MADISON ST ,2017-09-21T00:00:00.000,2
UMAI,730 S CLARK ST ,2017-09-22T00:00:00.000,2
EPPLES RESTAURANT,554 W ROOSEVELT RD ,2017-09-22T00:00:00.000,1
VHC LOWER, LLC,203 N WABASH AVE ,2017-09-25T00:00:00.000,2
7 LIONS BAR AND CELLAR,130 S MICHIGAN AVE ,2017-09-25T00:00:00.000,2
MARKET CREATIONS,233 S WACKER DR ,2017-09-26T00:00:00.000,3
IMAGINATION CHILDREN'S ACADEMY,1144-1150 W MADISON ST ,2017-09-26T00:00:00.000,2
DUNKIN DONUTS,100 W RANDOLPH ST ,2017-09-26T00:00:00.000,3
HOTEL MONACO,225 N WABASH AVE ,2017-09-27T00:00:00.000,1
NOHEA CAFE,1312 W MADISON ,2017-09-28T00:00:00.000,3
THE CHERRY CIRCLE ROOM,12 S MICHIGAN AVE ,2017-09-28T00:00:00.000,2
NOHEA CAFE,1312 W MADISON ,2017-10-03T00:00:00.000,3
CORNER BAKERY CAFE,444 W JACKSON BLVD ,2017-10-04T00:00:00.000,1
SWEETWATER,225 N MICHIGAN AVE ,2017-10-04T00:00:00.000,1
THE CROSS ROADS BAR & GRILL,1120-1124 W MADISON ST ,2017-10-04T00:00:00.000,3
VIAGGIO,1330 W MADISON ST ,2017-10-04T00:00:00.000,1
PINKYS RESTAURANT,100 W RANDOLPH ST ,2017-10-04T00:00:00.000,1
ELSKE,1350 W RANDOLPH ST ,2017-10-05T00:00:00.000,1
TACO BELL,100 W RANDOLPH ST ,2017-10-05T00:00:00.000,3
AMERICA'S DOG,100 W RANDOLPH ST ,2017-10-05T00:00:00.000,1
BOUTIQUE BITES,224 N ADA ,2017-10-05T00:00:00.000,1
SWEETWATER,225 N MICHIGAN AVE ,2017-10-06T00:00:00.000,1
GYU-KAKU RESTAURANT,1364 W RANDOLPH ST ,2017-10-06T00:00:00.000,1
BLUE PLATE CATERING LTD.,333 N OGDEN AVE ,2017-10-06T00:00:00.000,3
VIAGGIO,1330 W MADISON ST ,2017-10-06T00:00:00.000,1
SUBWAY,1212 S MICHIGAN AVE ,2017-10-10T00:00:00.000,3
HIGH TIDE POKE,203 N LA SALLE ST ,2017-10-10T00:00:00.000,2
BURGER KING,100 W RANDOLPH ST ,2017-10-11T00:00:00.000,2
SMALL CHEVAL,150 N RIVERSIDE PLZ ,2017-10-12T00:00:00.000,2
EGGSPERIENCE,1230 W TAYLOR ST ,2017-10-12T00:00:00.000,2
AMERICA'S DOG,22 E RANDOLPH ST ,2017-10-12T00:00:00.000,1
ROISTER,951 W FULTON MARKET ,2017-10-12T00:00:00.000,3
11 DINING, LLC,440 S LA SALLE ST ,2017-10-13T00:00:00.000,1
BAD HUNTER,802 W RANDOLPH ST ,2017-10-13T00:00:00.000,1
THE WOMEN'S TREATMENT CNTR-DAY,140 N ASHLAND AVE ,2017-10-13T00:00:00.000,1
JAIPUR,847 W RANDOLPH ST ,2017-10-16T00:00:00.000,1
DON FRESCO,520 W HARRISON ST ,2017-10-16T00:00:00.000,2
WEST LOOP MART,1006 W LAKE ST ,2017-10-17T00:00:00.000,2
FRANNIE'S CAFE,1104 S WABASH AVE ,2017-10-17T00:00:00.000,2
MAD BOILER,1045 W MADISON ST ,2017-10-17T00:00:00.000,1
THE BEER BISTRO,1061 W MADISON ST ,2017-10-17T00:00:00.000,1
